gid,phasedesig,servicetyp,subtype,geometry
6739,,OH,Secondary,"LINESTRING (588370.314685525 2922422.955272868, 588404.0870950021 2922507.067310041)"
6741,,OH,Secondary,"LINESTRING (588471.7413237839 2922424.720151572, 588370.314685525 2922422.955272868)"
6742,,OH,Secondary,"LINESTRING (588471.7413237839 2922424.720151572, 588443.5231102685 2922478.7063433407)"
6743,,OH,Secondary,"LINESTRING (588471.7413237839 2922424.720151572, 588522.480754 2922478.8700678074)"
6744,,OH,Secondary,"LINESTRING (588530.9833396279 2922336.2358966316, 588526.0088262783 2922292.6008139704)"
6745,,OH,Secondary,"LINESTRING (588530.9833396279 2922336.2358966316, 588487.1081901366 2922366.981318518)"
6746,,OH,Secondary,"LINESTRING (588471.7413237839 2922424.720151572, 588530.9833396279 2922336.2358966316)"
6747,,OH,Secondary,"LINESTRING (588592.7639164343 2922427.0684065493, 588471.7413237839 2922424.720151572)"
6748,,OH,Secondary,"LINESTRING (588592.7639164343 2922427.0684065493, 588651.0380615322 2922491.0890160725)"
6749,,OH,Secondary,"LINESTRING (588592.7639164343 2922427.0684065493, 588580.4364988676 2922498.559175205)"
6750,,OH,Secondary,"LINESTRING (588561.3039164343 2921749.370199915, 588556.4869110014 2921818.5562100494)"
6751,,OH,Secondary,"LINESTRING (588561.3039164343 2921749.370199915, 588601.1971490018 2921693.969930051)"
6752,,OH,Secondary,"LINESTRING (588978.1871452215 2921647.75927809, 589017.8311134033 2921652.46957823)"
6753,,OH,Secondary,"LINESTRING (588943.5770435429 2921688.7688881434, 588978.1871452215 2921647.75927809)"
6754,,OH,Secondary,"LINESTRING (588817.0761121237 2921608.176636828, 588807.6746260048 2921569.765651559)"
6755,,OH,Secondary,"LINESTRING (588817.0761121237 2921608.176636828, 588867.035590673 2921615.343765592)"
6756,,OH,Secondary,"LINESTRING (588668.85 2921562.4899999965, 588817.0761121237 2921608.176636828)"
6757,,OH,Secondary,"LINESTRING (588668.85 2921562.4899999965, 588689.861416004 2921500.6697700606)"
6758,,OH,Secondary,"LINESTRING (588320.3077894846 2921533.5759413713, 588219.505702075 2921525.405041407)"
6759,,OH,Secondary,"LINESTRING (588416.1233350893 2921556.5992680877, 588320.3077894846 2921533.5759413713)"
6760,,OH,Secondary,"LINESTRING (588560.4026859034 2921500.3440608447, 588618.6840194372 2921576.851130563)"
6761,,OH,Secondary,"LINESTRING (588507.26789329 2921590.073563391, 588468.3237219998 2921543.5739500523)"
6762,,OH,Secondary,"LINESTRING (588560.4026859034 2921500.3440608447, 588507.26789329 2921590.073563391)"
6763,,OH,Secondary,"LINESTRING (588609.6998600049 2921424.539954892, 588560.4026859034 2921500.3440608447)"
6764,,OH,Secondary,"LINESTRING (588661.4902692639 2921374.581949721, 588609.6998600049 2921424.539954892)"
6765,,OH,Secondary,"LINESTRING (588456.2634193623 2921684.1389924316, 588407.2225415385 2921642.03115685)"
6767,,OH,Secondary,"LINESTRING (588456.2634193623 2921684.1389924316, 588424.983531116 2921694.6131508257)"
6768,,OH,Secondary,"LINESTRING (588414.6628280253 2921802.569483965, 588456.2634193623 2921684.1389924316)"
6770,,OH,Secondary,"LINESTRING (588414.6628280253 2921802.569483965, 588377.1691767031 2921908.592878026)"
6771,,OH,Secondary,"LINESTRING (588414.6628280253 2921802.569483965, 588493.5924897344 2921856.744743994)"
6772,,OH,Secondary,"LINESTRING (588414.6628280253 2921802.569483965, 588384.9406265973 2921792.6606825865)"
6782,,OH,Secondary,"LINESTRING (588341.6027985007 2922009.7168773185, 588400.8553 2922042.4852)"
6783,,OH,Secondary,"LINESTRING (588308.1942096022 2922116.441423514, 588341.6027985007 2922009.7168773185)"
6785,,OH,Secondary,"LINESTRING (588308.1942096022 2922116.441423514, 588180.2831445114 2922145.4085022663)"
6786,,OH,Secondary,"LINESTRING (588308.1942096022 2922116.441423514, 588193.7717970023 2922074.197050043)"
6787,,OH,Secondary,"LINESTRING (588308.1942096022 2922116.441423514, 588292.868103517 2922155.396565299)"
6788,,OH,Secondary,"LINESTRING (588296.0747915288 2922217.68464978, 588308.1942096022 2922116.441423514)"
6791,,OH,Secondary,"LINESTRING (588277.3891796843 2922304.589038931, 588259.4631309909 2922429.291249419)"
6793,,OH,Secondary,"LINESTRING (588117.8188347413 2922630.8175578685, 588053.3196868721 2922578.8406317793)"
6794,,OH,Secondary,"LINESTRING (588117.8188347413 2922630.8175578685, 588081.530706805 2922619.0563410567)"
6795,,OH,Secondary,"LINESTRING (588246.0580158219 2922635.8007675377, 588117.8188347413 2922630.8175578685)"
6796,,OH,Secondary,"LINESTRING (588246.0580158219 2922635.8007675377, 588166.1035130026 2922686.355140057)"
6797,,OH,Secondary,"LINESTRING (588249.6539595793 2922537.571001638, 588246.0580158219 2922635.8007675377)"
6799,,OH,Secondary,"LINESTRING (588155.38253352 2922467.034107495, 588045.8212530047 2922492.1787741133)"
6800,,OH,Secondary,"LINESTRING (588181.7415075895 2922489.2857975964, 588155.38253352 2922467.034107495)"
6801,,OH,Secondary,"LINESTRING (588249.6539595793 2922537.571001638, 588181.7415075895 2922489.2857975964)"
6802,,OH,Secondary,"LINESTRING (588249.6539595793 2922537.571001638, 588321.6244934393 2922565.035239061)"
6810,,OH,Secondary,"LINESTRING (588298.3898129613 2922807.3834900353, 588265.0548450017 2922829.8630900513)"
14132,,OH,Secondary,"LINESTRING (588400.8553000002 2922042.485199914, 588432.4637110014 2922085.890259955)"
14133,,OH,Secondary,"LINESTRING (588308.1942096022 2922116.441423514, 588428.1774539332 2922200.4650143962)"
14135,,OH,Secondary,"LINESTRING (588465.6081257642 2922773.360037418, 588431.4702260015 2922739.0824799538)"
14319,,OH,Secondary,"LINESTRING (589767.3457443195 2921362.75735321, 589773.2577871024 2921326.105180271)"
14320,,OH,Secondary,"LINESTRING (589767.3457443195 2921362.75735321, 589799.074992696 2921346.9007423446)"
14321,,OH,Secondary,"LINESTRING (589554.4996229191 2921361.0151928263, 589565.147967111 2921403.3186085187)"
14322,,OH,Secondary,"LINESTRING (589554.4996229191 2921361.0151928263, 589516.5568569538 2921384.3872159347)"
14128,,OH,Secondary,"LINESTRING (588651.7145222039 2922287.411481051, 588720.7500831246 2922239.213025211)"
14323,,OH,Secondary,"LINESTRING (589570.750288499 2921324.277095426, 589554.4996229191 2921361.0151928263)"
14324,,OH,Secondary,"LINESTRING (589570.750288499 2921324.277095426, 589576.1656616037 2921276.6669589393)"
14325,,OH,Secondary,"LINESTRING (589570.750288499 2921324.277095426, 589612.2820591875 2921285.0127427615)"
14702,,OH,Secondary,"LINESTRING (594955.5923800437 2918886.8137174486, 594904.9417494328 2918910.6575833596)"
14703,,OH,Secondary,"LINESTRING (594955.5923800437 2918886.8137174486, 594912.1444909304 2918820.9487732686)"
14704,,OH,Secondary,"LINESTRING (594999.2145101443 2919052.4156267624, 594955.5923800437 2918886.8137174486)"
14705,,OH,Secondary,"LINESTRING (594999.2145101443 2919052.4156267624, 594947.2267698637 2919037.154705692)"
14706,,OH,Secondary,"LINESTRING (595061.2537607846 2919041.0328282434, 594999.2145101443 2919052.4156267624)"
14707,,OH,Secondary,"LINESTRING (595029.2162197563 2918898.116306976, 595048.0959906891 2918879.309548937)"
14708,,OH,Secondary,"LINESTRING (595061.2537607846 2919041.0328282434, 595029.2162197563 2918898.116306976)"
14709,,OH,Secondary,"LINESTRING (595061.2537607846 2919041.0328282434, 595108.0791384346 2919061.369224187)"
14710,,OH,Secondary,"LINESTRING (595061.2537607846 2919041.0328282434, 595079.9781447607 2918989.016350519)"
14711,,OH,Secondary,"LINESTRING (595045.8861507803 2919268.94166904, 594997.684346116 2919241.364599105)"
14712,,OH,Secondary,"LINESTRING (595045.8861507803 2919268.94166904, 595033.5123584337 2919336.892623283)"
14713,,OH,Secondary,"LINESTRING (595150.3212300471 2919295.507549742, 595045.8861507803 2919268.94166904)"
14714,,OH,Secondary,"LINESTRING (595150.3212300471 2919295.507549742, 595150.3212300471 2919295.507549742, 595215.204908441 2919297.8113366105)"
14715,,OH,Secondary,"LINESTRING (595150.3212300471 2919295.507549742, 595155.1807502707 2919232.4699318483)"
15438,,OH,Secondary,"LINESTRING (595253.7687333198 2919390.480045407, 595214.1625876947 2919430.341583349)"
15439,,OH,Secondary,"LINESTRING (595394.5453762081 2919423.6596126566, 595253.7687333198 2919390.480045407)"
15440,,OH,Secondary,"LINESTRING (595394.5453762081 2919423.6596126566, 595343.9539947611 2919460.4665231034)"
15441,,OH,Secondary,"LINESTRING (595394.5453762081 2919423.6596126566, 595405.7783462036 2919486.9645016044)"
15442,,OH,Secondary,"LINESTRING (595414.0963493027 2919377.073852457, 595394.5453762081 2919423.6596126566)"
15443,,OH,Secondary,"LINESTRING (595414.0963493027 2919377.073852457, 595513.7669753646 2919368.2918386906)"
15444,,OH,Secondary,"LINESTRING (595414.0963493027 2919377.073852457, 595396.412551263 2919335.564213846)"
15445,,OH,Secondary,"LINESTRING (595636.7586349398 2919486.750832108, 595664.2738341453 2919425.87898366, 595665.7893394319 2919422.527034902)"
15446,,OH,Secondary,"LINESTRING (595636.7586349398 2919486.750832108, 595590.9790912819 2919528.032660939)"
15447,,OH,Secondary,"LINESTRING (595636.7586349398 2919486.750832108, 595689.2039604333 2919554.9719115235)"
15448,,OH,Secondary,"LINESTRING (595785.9361308655 2919840.1639561765, 595856.9742941855 2919804.16399844)"
15449,,OH,Secondary,"LINESTRING (595785.9361308655 2919840.1639561765, 595844.1121151835 2919878.596920427)"
15450,,OH,Secondary,"LINESTRING (595744.3456728789 2919798.2989785015, 595785.9361308655 2919840.1639561765)"
15451,,OH,Secondary,"LINESTRING (595744.3456728789 2919798.2989785015, 595716.9306110129 2919771.8855196834)"
15452,,OH,Secondary,"LINESTRING (595744.3456728789 2919798.2989785015, 595711.7157264451 2919822.9379110225)"
15453,,OH,Secondary,"LINESTRING (595736.1772321048 2920083.44806666, 595784.2506863626 2920054.4243246876)"
15454,,OH,Secondary,"LINESTRING (595736.1772321048 2920083.44806666, 595762.6181836792 2920127.7919601053)"
15455,,OH,Secondary,"LINESTRING (595692.8011677032 2920047.402853093, 595736.1772321048 2920083.44806666)"
15456,,OH,Secondary,"LINESTRING (595692.8011677032 2920047.402853093, 595653.3303445225 2920061.658562191)"
15457,,OH,Secondary,"LINESTRING (595692.8011677032 2920047.402853093, 595674.5990027658 2919998.9559316896)"
15458,,OH,Secondary,"LINESTRING (595685.4319983721 2920329.89779705, 595739.9945412871 2920313.1800407693)"
15459,,OH,Secondary,"LINESTRING (595685.4319983721 2920329.89779705, 595719.0277196877 2920378.206157442)"
15460,,OH,Secondary,"LINESTRING (595647.2597012366 2920279.493939827, 595685.4319983721 2920329.89779705)"
15461,,OH,Secondary,"LINESTRING (595647.2597012366 2920279.493939827, 595626.5321697749 2920243.832410436)"
15462,,OH,Secondary,"LINESTRING (595647.2597012366 2920279.493939827, 595585.9272641044 2920306.2715900242)"
15463,,OH,Secondary,"LINESTRING (596506.6154151633 2921950.0148780877, 596566.0733364671 2922021.8151518786, 596580.6933431718 2922066.8937241314, 596661.852018136 2922119.5307186637)"
15464,,OH,Secondary,"LINESTRING (596506.6154151633 2921950.0148780877, 596530.8483941336 2921910.3672838565)"
15466,,OH,Secondary,"LINESTRING (596462.7757438265 2921980.4090721286, 596381.3868279383 2922000.446983071)"
15468,,OH,Secondary,"LINESTRING (596580.1801906191 2922293.506420834, 596671.1751264677 2922251.2320597307)"
15471,,OH,Secondary,"LINESTRING (596524.5950626512 2922288.949384549, 596491.6621265275 2922360.1405471987)"
15472,,OH,Secondary,"LINESTRING (596507.2928746531 2922535.4802138875, 596639.8227983364 2922498.396761864)"
15473,,OH,Secondary,"LINESTRING (596507.2928746531 2922535.4802138875, 596466.1782384631 2922513.280390528)"
15474,,OH,Secondary,"LINESTRING (596507.2928746531 2922535.4802138875, 596457.4078034632 2922610.4282050645)"
15475,,OH,Secondary,"LINESTRING (596486.3956291345 2922786.648981478, 596513.6640011761 2922790.800060874, 596511.127284782 2922815.535191971, 596509.2199064232 2922841.535885332, 596502.2390952762 2922848.5153667675, 596488.9068110157 2922856.122907088, 596476.2135469187 2922855.490125957, 596460.344546264 2922863.1023885245, 596447.6512821652 2922870.709928845, 596438.1337546222 2922878.9549725438, 596429.8749031518 2922892.2764320374, 596428.6065449547 2922904.322884773, 596429.2358829919 2922928.722736316, 596432.4116195478 2922935.6974955043, 596439.111649109 2922942.6769769406, 596426.8099880025 2923084.801640055)"
15476,,OH,Secondary,"LINESTRING (596550.552892264 2922721.7198014986, 596642.4160186682 2922698.158641594)"
15478,,OH,Secondary,"LINESTRING (596486.3956291345 2922786.648981478, 596448.4035694632 2922762.083670527)"
15480,,OH,Secondary,"LINESTRING (596958.8862510584 2922515.3628987316, 596896.3402561247 2922561.0296764113, 596857.0501983725 2922582.043676676, 596831.4979280692 2922674.9037516057)"
15481,,OH,Secondary,"LINESTRING (596958.8862510584 2922515.3628987316, 597038.5255398757 2922536.401542931)"
15483,,OH,Secondary,"LINESTRING (596926.9393300693 2922481.8058769046, 596917.2752431934 2922396.159592521)"
15484,,OH,Secondary,"LINESTRING (596926.9393300693 2922481.8058769046, 596836.5875980644 2922489.861860129)"
15485,,OH,Secondary,"LINESTRING (597333.3516411034 2922364.008541204, 597514.7762218304 2922516.2784348708, 597485.2702501924 2922592.3546162583)"
15486,,OH,Secondary,"LINESTRING (597333.3516411034 2922364.008541204, 597377.7442185121 2922363.2596020214)"
15487,,OH,Secondary,"LINESTRING (597333.3516411034 2922364.008541204, 597343.8354936782 2922309.069749769)"
15488,,OH,Secondary,"LINESTRING (597148.0138338918 2922193.5817541587, 597010.8204050005 2922228.4338900517)"
15489,,OH,Secondary,"LINESTRING (597148.0138338918 2922193.5817541587, 597164.690771002 2922084.3524200534)"
15490,,OH,Secondary,"LINESTRING (597148.0138338918 2922193.5817541587, 597255.1148320012 2922168.7671400555)"
15491,,OH,Secondary,"LINESTRING (596908.9801392183 2922005.491838785, 596821.8400474631 2921977.6617769287)"
15493,,OH,Secondary,"LINESTRING (596951.3432872926 2921923.7757272213, 597046.5957480005 2921999.8872600584)"
15494,,OH,Secondary,"LINESTRING (596951.3432872926 2921923.7757272213, 596964.8896915317 2921878.018000857, 596968.1984215392 2921866.857685395, 596971.0729714587 2921857.1618553214, 596972.570628298 2921852.110272768, 596977.5539092589 2921844.7969914507, 596984.2829851937 2921842.8183698524, 596991.8753068702 2921840.585918949, 597023.2523080026 2921844.738910049)"
15495,,OH,Secondary,"LINESTRING (596888.0717225317 2921641.3956356347, 596995.8531229477 2921491.5728971213, 597164.6700144584 2921443.9332989333)"
15497,,OH,Secondary,"LINESTRING (596861.6570807981 2921685.6231881785, 596795.4836259907 2921676.605848136)"
15498,,OH,Secondary,"LINESTRING (596861.6570807981 2921685.6231881785, 596834.019726 2921783.38435)"
15499,,OH,Secondary,"LINESTRING (597168.5337981582 2921759.8547035614, 597140.9901580015 2921647.644590056)"
15501,,OH,Secondary,"LINESTRING (597224.9382240826 2921833.60042898, 597139.206084002 2921883.1561700515)"
15502,,OH,Secondary,"LINESTRING (597224.9382240826 2921833.60042898, 597268.488055 2921905.9818)"
15503,,OH,Secondary,"LINESTRING (597466.9318785127 2921558.427247097, 597418.003395997 2921719.4260492, 597450.203391191 2921762.5091631003)"
15504,,OH,Secondary,"LINESTRING (597466.9318785127 2921558.427247097, 597518.6006606687 2921428.6347857686, 597543.8052381066 2921425.650256768)"
15505,,OH,Secondary,"LINESTRING (597466.9318785127 2921558.427247097, 597500.8752058476 2921549.309130188)"
15507,,OH,Secondary,"LINESTRING (597401.7076605223 2921566.7654049746, 597373.0591885273 2921520.2409468517)"
15508,,OH,Secondary,"LINESTRING (597401.7076605223 2921566.7654049746, 597354.3961681043 2921574.888803441)"
15522,,OH,Secondary,"LINESTRING (597134.7722194409 2921122.3681678483, 597060.5227401207 2921055.3002756797)"
15523,,OH,Secondary,"LINESTRING (597134.7722194409 2921122.3681678483, 597126.3287108464 2921172.996890679)"
15524,,OH,Secondary,"LINESTRING (597134.7722194409 2921122.3681678483, 597225.6900606914 2921126.36115719)"
15530,,OH,Secondary,"LINESTRING (596475.2453345526 2921482.186565239, 596406.1808680018 2921384.1383300475)"
15531,,OH,Secondary,"LINESTRING (596463.3491981281 2921559.928379943, 596475.2453345526 2921482.186565239)"
15532,,OH,Secondary,"LINESTRING (596463.3491981281 2921559.928379943, 596361.11703771 2921529.953166379)"
15533,,OH,Secondary,"LINESTRING (596463.3491981281 2921559.928379943, 596492.1951346447 2921630.854986197)"
15534,,OH,Secondary,"LINESTRING (596674.6099425294 2921403.1597575033, 596622.2148896968 2921400.218221016)"
15535,,OH,Secondary,"LINESTRING (596674.6099425294 2921403.1597575033, 596634.4924241786 2921282.496671684)"
15536,,OH,Secondary,"LINESTRING (596644.5870657004 2921492.592192987, 596674.6099425294 2921403.1597575033)"
15537,,OH,Secondary,"LINESTRING (596644.5870657004 2921492.592192987, 596718.1921100027 2921521.792780044)"
15538,,OH,Secondary,"LINESTRING (596644.5870657004 2921492.592192987, 596610.3163680019 2921604.063720052)"
15549,,OH,Secondary,"LINESTRING (590807.9567614915 2919721.4221471236, 590849.426894614 2919701.8472739346)"
15550,,OH,Secondary,"LINESTRING (590807.9567614915 2919721.4221471236, 590849.5728917011 2919646.4467941895)"
15551,,OH,Secondary,"LINESTRING (590818.3394045853 2919791.0083761485, 590807.9567614915 2919721.4221471236)"
15552,,OH,Secondary,"LINESTRING (590818.3394045853 2919791.0083761485, 590784.3971690207 2919794.4300940298)"
15553,,OH,Secondary,"LINESTRING (590818.3394045853 2919791.0083761485, 590817.9919181177 2919830.1829752624)"
15554,,OH,Secondary,"LINESTRING (590633.0574247874 2919636.0952927805, 590632.9493091945 2919596.7044396102)"
15556,,OH,Secondary,"LINESTRING (590637.738070054 2919685.8392945398, 590639.087748356 2919706.9709513597)"
15557,,OH,Secondary,"LINESTRING (590637.738070054 2919685.8392945398, 590597.4241177666 2919712.4460060224)"
15558,,OH,Secondary,"LINESTRING (590429.6540771327 2919673.035940225, 590448.3168044346 2919620.133854676)"
15560,,OH,Secondary,"LINESTRING (590442.6818264499 2919720.7274671188, 590464.6809449441 2919739.5594688505)"
15561,,OH,Secondary,"LINESTRING (590442.6818264499 2919720.7274671188, 590428.9736672861 2919746.9925248437)"
15562,,OH,Secondary,"LINESTRING (590886.7347168699 2919474.668494398, 590902.5058566828 2919411.4315161854)"
15563,,OH,Secondary,"LINESTRING (590886.7347168699 2919474.668494398, 590935.8463411956 2919502.3335653506)"
15564,,OH,Secondary,"LINESTRING (590787.0805735217 2919519.84664318, 590799.661910804 2919481.8222453343, 590804.6482044812 2919471.8535813885, 590813.6332152244 2919461.880195196, 590828.6017783787 2919448.9176264936, 590844.5676002689 2919446.9248381536, 590860.5334221609 2919447.921232324, 590877.4965027869 2919451.911531251, 590886.4815135282 2919460.8838010263, 590890.4705484714 2919464.874099953, 590886.7347168699 2919474.668494398)"
15565,,OH,Secondary,"LINESTRING (590787.0805735217 2919519.84664318, 590748.6433035228 2919481.8700236045)"
15566,,OH,Secondary,"LINESTRING (590787.0805735217 2919519.84664318, 590751.2489413664 2919517.2830105163)"
15567,,OH,Secondary,"LINESTRING (594710.2960796193 2919334.721530347, 594767.444649107 2919346.541226018)"
15568,,OH,Secondary,"LINESTRING (594710.2960796193 2919334.721530347, 594801.8733860267 2919276.243466351)"
15569,,OH,Secondary,"LINESTRING (594709.4450406735 2919455.883964467, 594710.2960796193 2919334.721530347)"
15570,,OH,Secondary,"LINESTRING (594709.4450406735 2919455.883964467, 594672.2073067849 2919497.2843628637)"
15571,,OH,Secondary,"LINESTRING (594709.4450406735 2919455.883964467, 594676.1508684492 2919443.633879598)"
15572,,OH,Secondary,"LINESTRING (594899.2436653893 2919605.4436078425, 594954.4925033541 2919560.2871896066)"
15573,,OH,Secondary,"LINESTRING (594899.2436653893 2919605.4436078425, 594833.5278502741 2919528.405035522)"
15577,,OH,Secondary,"LINESTRING (595077.5832317951 2919657.6196592664, 595128.3356596195 2919690.180302523)"
15578,,OH,Secondary,"LINESTRING (595077.5832317951 2919657.6196592664, 595128.1837570282 2919625.4041853547)"
15579,,OH,Secondary,"LINESTRING (594986.0751544777 2919823.590760953, 595064.477191525 2919870.846935928)"
15580,,OH,Secondary,"LINESTRING (594986.0751544777 2919823.590760953, 594772.2579596936 2919758.256281864)"
15581,,OH,Secondary,"LINESTRING (595418.1522267307 2919704.470833886, 595509.4742895121 2919718.906497845)"
15582,,OH,Secondary,"LINESTRING (595418.1522267307 2919704.470833886, 595363.4078647032 2919644.7563836793)"
15583,,OH,Secondary,"LINESTRING (595385.2205427084 2919937.678872972, 595483.591014 2919878.48912)"
15584,,OH,Secondary,"LINESTRING (595385.2205427084 2919937.678872972, 595456.711541 2920009.26336)"
15585,,OH,Secondary,"LINESTRING (595354.7320217486 2919875.443338552, 595385.2205427084 2919937.678872972)"
15586,,OH,Secondary,"LINESTRING (595354.7320217486 2919875.443338552, 595288.6890657467 2919913.689051794)"
15587,,OH,Secondary,"LINESTRING (595354.7320217486 2919875.443338552, 595297.360255945 2919825.989086017)"
15588,,OH,Secondary,"LINESTRING (595334.1408620598 2920183.125005086, 595384.6120737969 2920218.5001063463, 595404.799746677 2920246.9599602106)"
15589,,OH,Secondary,"LINESTRING (595334.1408620598 2920183.125005086, 595431.074813 2920131.55152)"
15590,,OH,Secondary,"LINESTRING (595304.4034295124 2920122.014717218, 595334.1408620598 2920183.125005086)"
15591,,OH,Secondary,"LINESTRING (595304.4034295124 2920122.014717218, 595271.3253650987 2920052.9383536093)"
15592,,OH,Secondary,"LINESTRING (595304.4034295124 2920122.014717218, 595215.997656 2920160.88625)"
15593,,OH,Secondary,"LINESTRING (595104.6649290873 2920324.1734162495, 595188.4431509498 2920307.6836606786)"
15594,,OH,Secondary,"LINESTRING (595104.6649290873 2920324.1734162495, 595096.2304088667 2920266.7687162682)"
15595,,OH,Secondary,"LINESTRING (594999.6306812151 2920338.781078542, 595104.6649290873 2920324.1734162495)"
15596,,OH,Secondary,"LINESTRING (594999.6306812151 2920338.781078542, 595052.0959826908 2920392.2714180164)"
15597,,OH,Secondary,"LINESTRING (594999.6306812151 2920338.781078542, 594945.7034789522 2920381.355429355)"
15598,,OH,Secondary,"LINESTRING (595443.0883620293 2920489.375922011, 595514.7026690295 2920477.053728763)"
15599,,OH,Secondary,"LINESTRING (595443.0883620293 2920489.375922011, 595410.6349637678 2920404.8704741783)"
15600,,OH,Secondary,"LINESTRING (595262.1004324905 2920453.4139165035, 595443.0883620293 2920489.375922011)"
15601,,OH,Secondary,"LINESTRING (595262.1004324905 2920453.4139165035, 595284.1368571881 2920501.317787852)"
15602,,OH,Secondary,"LINESTRING (595262.1004324905 2920453.4139165035, 595219.7879045188 2920482.3178258575)"
15603,,OH,Secondary,"LINESTRING (595468.3165748923 2920561.224813889, 595442.6319470184 2920588.7342796847)"
15604,,OH,Secondary,"LINESTRING (595597.622713008 2920616.8212752505, 595468.3165748923 2920561.224813889)"
15605,,OH,Secondary,"LINESTRING (595597.622713008 2920616.8212752505, 595596.1454195246 2920678.7898738533)"
15606,,OH,Secondary,"LINESTRING (595597.622713008 2920616.8212752505, 595550.3098812625 2920643.695783939)"
15607,,OH,Secondary,"LINESTRING (595728.5290390803 2920629.1274137613, 595745.7113933687 2920559.5719364397)"
15608,,OH,Secondary,"LINESTRING (595845.6445739698 2920687.3006521156, 595728.5290390803 2920629.1274137613)"
15609,,OH,Secondary,"LINESTRING (595845.6445739698 2920687.3006521156, 595908.9413818674 2920658.853890106)"
15610,,OH,Secondary,"LINESTRING (595845.6445739698 2920687.3006521156, 595861.3784848518 2920639.749925684)"
15611,,OH,Secondary,"LINESTRING (595816.9093226402 2920725.3855075543, 595845.6445739698 2920687.3006521156)"
15612,,OH,Secondary,"LINESTRING (595816.9093226402 2920725.3855075543, 595837.8542536914 2920777.1676298566)"
15613,,OH,Secondary,"LINESTRING (595816.9093226402 2920725.3855075543, 595765.9971139514 2920761.8435135223)"
15614,,OH,Secondary,"LINESTRING (596079.499997881 2920795.514009626, 596077.0831059335 2920730.923299771)"
15615,,OH,Secondary,"LINESTRING (596079.499997881 2920795.514009626, 596134.767701851 2920788.603630591)"
15616,,OH,Secondary,"LINESTRING (596039.8885718568 2920836.234307262, 596079.499997881 2920795.514009626)"
15617,,OH,Secondary,"LINESTRING (596039.8885718568 2920836.234307262, 596088.5696315268 2920899.757607773)"
15618,,OH,Secondary,"LINESTRING (596039.8885718568 2920836.234307262, 595993.5767112707 2920865.0201444402)"
15623,,OH,Secondary,"LINESTRING (595834.4753687223 2921095.0508570056, 595823.357563525 2921040.5791765116)"
15624,,OH,Secondary,"LINESTRING (595834.4753687223 2921095.0508570056, 595913.9312012714 2921048.71203427)"
15625,,OH,Secondary,"LINESTRING (595802.0879060503 2921131.687427914, 595834.4753687223 2921095.0508570056)"
15626,,OH,Secondary,"LINESTRING (595802.0879060503 2921131.687427914, 595760.3281620159 2921156.178026691)"
15627,,OH,Secondary,"LINESTRING (595802.0879060503 2921131.687427914, 595832.1974408492 2921177.9010803513)"
15628,,OH,Secondary,"LINESTRING (595611.2104005413 2920985.0913871285, 595666.1331404388 2920965.7318852656)"
15629,,OH,Secondary,"LINESTRING (595611.2104005413 2920985.0913871285, 595612.459363285 2920926.5308481716)"
15630,,OH,Secondary,"LINESTRING (595577.8616442268 2921021.651597762, 595611.2104005413 2920985.0913871285)"
15631,,OH,Secondary,"LINESTRING (595577.8616442268 2921021.651597762, 595536.0648310172 2921042.0660501793)"
15632,,OH,Secondary,"LINESTRING (595577.8616442268 2921021.651597762, 595596.1237660254 2921066.666066598)"
15633,,OH,Secondary,"LINESTRING (595385.4437492127 2920873.981783335, 595377.4434291162 2920816.404099934)"
15634,,OH,Secondary,"LINESTRING (595385.4437492127 2920873.981783335, 595429.6424717037 2920841.519863356)"
15635,,OH,Secondary,"LINESTRING (595352.8781330409 2920912.1276264517, 595385.4437492127 2920873.981783335)"
15636,,OH,Secondary,"LINESTRING (595352.8781330409 2920912.1276264517, 595303.9143766905 2920927.1807812676)"
15637,,OH,Secondary,"LINESTRING (595352.8781330409 2920912.1276264517, 595359.6268636973 2920954.532760676)"
15638,,OH,Secondary,"LINESTRING (595033.8785296138 2920701.2764352383, 595024.0665111984 2920641.4179013595)"
15639,,OH,Secondary,"LINESTRING (595160.8322466593 2920762.875513263, 595033.8785296138 2920701.2764352383)"
15640,,OH,Secondary,"LINESTRING (595160.8322466593 2920762.875513263, 595216.9854166933 2920714.5394742675)"
15641,,OH,Secondary,"LINESTRING (595160.8322466593 2920762.875513263, 595156.7108882223 2920693.3011447643)"
15642,,OH,Secondary,"LINESTRING (595126.5036103633 2920802.475309292, 595160.8322466593 2920762.875513263)"
15643,,OH,Secondary,"LINESTRING (595126.5036103633 2920802.475309292, 595083.602809432 2920846.243279107)"
15644,,OH,Secondary,"LINESTRING (595126.5036103633 2920802.475309292, 595137.7969267857 2920861.9187726825)"
16893,,OH,Secondary,"LINESTRING (596892.7322927397 2918038.7557884236, 596959.7620732653 2918040.848137924)"
16894,,OH,Secondary,"LINESTRING (596892.7322927397 2918038.7557884236, 596892.7322927397 2918038.7557884236, 596900.6542518577 2918100.5789895854)"
16895,,OH,Secondary,"LINESTRING (596974.7609916631 2917726.7129532634, 596980.8240390249 2917635.6265074215)"
16896,,OH,Secondary,"LINESTRING (596921.8743168734 2917853.2140402324, 596974.7609916631 2917726.7129532634)"
16897,,OH,Secondary,"LINESTRING (596921.8743168734 2917853.2140402324, 596873.0411181025 2917797.27316576)"
16898,,OH,Secondary,"LINESTRING (597026.2536325164 2917784.216042639, 596921.8743168734 2917853.2140402324)"
